conacct,p_L,p_H1,p_H2,p_H3,size,SHH_G,CONTROLS_house_1,CONTROLS_house_2,CONTROLS_low_skill,CONTROLS_hhemp2,CONTROLS_hhemp3,CONTROLS_age2,CONTROLS_age3,CONTROLS_INC,CONTROLS_barangay_id
30530,0,15.3257546954685,31.5552897276702,41.1401774794967,8,1,0,1,1,0,0,1,0,10000,3904016
30558,0,15.3257546954685,31.5552897276702,41.1401774794967,2,1,1,0,0,0,0,0,0,10000,3904016
32351,0,15.3257546954685,31.5552897276702,41.1401774794967,4,1,1,0,0,0,0,1,0,10000,3905018
32840,0,15.3257546954685,31.5552897276702,41.1401774794967,5,1,1,0,0,1,0,1,0,10000,3905027
33449,0,15.3257546954685,31.5552897276702,41.1401774794967,4,1,0,1,1,0,0,0,0,10000,3905038
34964,0,15.3257546954685,31.5552897276702,41.1401774794967,4,1,1,0,0,0,0,0,0,10000,3905059
35724,0,15.3257546954685,31.5552897276702,41.1401774794967,4,1,1,0,0,0,0,0,0,10000,3905075
41409,0,15.3257546954685,31.5552897276702,41.1401774794967,2,1,1,0,0,1,0,1,0,10000,3906086
41757,0,15.3257546954685,31.5552897276702,41.1401774794967,4,1,1,0,1,0,0,0,0,10000,3906094
41756,0,15.3257546954685,31.5552897276702,41.1401774794967,3,1,1,0,0,0,0,0,1,10000,3906094
42910,0,15.3257546954685,31.5552897276702,41.1401774794967,7,1,1,0,0,0,1,1,0,10000,3906117
43081,0,15.3257546954685,31.5552897276702,41.1401774794967,6,1,0,1,0,1,0,1,0,10000,3906119
43214,0,15.3257546954685,31.5552897276702,41.1401774794967,6,1,0,1,0,1,0,1,0,10000,3906120
43207,0,15.3257546954685,31.5552897276702,41.1401774794967,4,1,1,0,0,1,0,1,0,10000,3906120
43320,0,15.3257546954685,31.5552897276702,41.1401774794967,4,1,0,1,0,0,0,1,0,10000,3906121
43336,0,15.3257546954685,31.5552897276702,41.1401774794967,4,1,0,1,1,0,0,1,0,10000,3906122
45590,0,15.3257546954685,31.5552897276702,41.1401774794967,4,1,0,1,0,1,0,1,0,10000,3906167
45489,0,15.3257546954685,31.5552897276702,41.1401774794967,3,1,1,0,1,0,0,0,0,10000,3906167
45584,0,15.3257546954685,31.5552897276702,41.1401774794967,7,1,0,1,0,0,1,0,1,10000,3906167
45808,0,15.3257546954685,31.5552897276702,41.1401774794967,5,1,0,0,0,1,0,0,1,10000,3906170
45781,0,15.3257546954685,31.5552897276702,41.1401774794967,5,1,1,0,1,0,0,1,0,10000,3906170
48191,0,15.3257546954685,31.5552897276702,41.1401774794967,1,1,0,1,0,0,0,1,0,10000,3906202
50437,0,15.3257546954685,31.5552897276702,41.1401774794967,6,1,0,1,0,0,1,0,1,10000,3906223
50571,0,15.3257546954685,31.5552897276702,41.1401774794967,3,1,1,0,0,0,0,0,1,10000,3906226
51780,0,15.3257546954685,31.5552897276702,41.1401774794967,6,1,0,1,0,0,0,0,1,10000,3906239
54518,0,15.3257546954685,31.5552897276702,41.1401774794967,4,1,0,1,0,0,0,1,0,10000,3910031
54611,0,15.3257546954685,31.5552897276702,41.1401774794967,3,1,0,1,1,0,0,0,1,10000,3910033
54732,0,15.3257546954685,31.5552897276702,41.1401774794967,2,1,0,1,0,0,0,0,1,10000,3910036
54735,0,15.3257546954685,31.5552897276702,41.1401774794967,6,1,0,1,0,1,0,1,0,10000,3910036
54734,0,15.3257546954685,31.5552897276702,41.1401774794967,5,1,0,1,0,0,0,0,0,10000,3910036
56926,0,15.3257546954685,31.5552897276702,41.1401774794967,,1,0,1,0,1,0,1,0,10000,3911006
56928,0,15.3257546954685,31.5552897276702,41.1401774794967,4,1,0,1,0,0,0,1,0,10000,3911006
57198,0,15.3257546954685,31.5552897276702,41.1401774794967,3,1,0,0,0,1,0,0,0,10000,3911008
57413,0,15.3257546954685,31.5552897276702,41.1401774794967,1,1,1,0,0,0,0,1,0,10000,3911011
57417,0,15.3257546954685,31.5552897276702,41.1401774794967,4,1,1,0,0,1,0,0,1,10000,3911011
57408,0,15.3257546954685,31.5552897276702,41.1401774794967,6,1,1,0,0,0,0,1,0,10000,3911011
57414,0,15.3257546954685,31.5552897276702,41.1401774794967,3,1,1,0,0,1,0,0,0,10000,3911011
58869,0,15.3257546954685,31.5552897276702,41.1401774794967,3,1,0,1,0,0,0,0,1,10000,3911038
58875,0,15.3257546954685,31.5552897276702,41.1401774794967,2,1,1,0,0,0,0,0,1,10000,3911038
58859,0,15.3257546954685,31.5552897276702,41.1401774794967,3,1,1,0,1,1,0,1,0,10000,3911038
59843,0,15.3257546954685,31.5552897276702,41.1401774794967,4,1,0,1,0,0,0,0,1,10000,3911048
59890,0,15.3257546954685,31.5552897276702,41.1401774794967,2,1,1,0,0,0,0,0,0,10000,3911048
59875,0,15.3257546954685,31.5552897276702,41.1401774794967,7,1,0,1,1,1,0,1,0,10000,3911048
59880,0,15.3257546954685,31.5552897276702,41.1401774794967,3,1,0,1,1,1,0,1,0,10000,3911048
59867,0,15.3257546954685,31.5552897276702,41.1401774794967,2,1,0,1,1,0,0,0,0,10000,3911048
61176,0,15.3257546954685,31.5552897276702,41.1401774794967,3,1,0,0,0,1,0,1,0,10000,3912011
61181,0,15.3257546954685,31.5552897276702,41.1401774794967,6,1,1,0,1,0,0,0,0,10000,3912011
61482,0,15.3257546954685,31.5552897276702,41.1401774794967,2,1,0,1,1,1,0,0,0,10000,3912012
61799,0,15.3257546954685,31.5552897276702,41.1401774794967,4,1,1,0,0,1,0,1,0,10000,3912015
66200,0,15.3257546954685,31.5552897276702,41.1401774794967,5,1,0,0,0,0,0,0,1,10000,3914002
66159,0,15.3257546954685,31.5552897276702,41.1401774794967,6,1,0,1,1,0,0,0,1,10000,3914002
207235,0,15.3257546954685,31.5552897276702,41.1401774794967,7,1,0,1,0,0,1,1,0,10000,7404006
214740,0,15.3257546954685,31.5552897276702,41.1401774794967,5,1,0,1,0,0,0,1,0,10000,7404010
212963,0,15.3257546954685,31.5552897276702,41.1401774794967,6,1,0,1,1,1,0,1,0,10000,7404010
219398,0,15.3257546954685,31.5552897276702,41.1401774794967,6,1,0,1,1,0,0,1,0,10000,7404012
229433,0,15.3257546954685,31.5552897276702,41.1401774794967,2,1,1,0,1,0,0,1,0,10000,7404022
246045,0,15.3257546954685,31.5552897276702,41.1401774794967,3,1,0,1,1,0,0,1,0,10000,7404033
252077,0,15.3257546954685,31.5552897276702,41.1401774794967,5,1,0,1,0,0,0,0,0,10000,7404041
254485,0,15.3257546954685,31.5552897276702,41.1401774794967,8,1,0,1,0,1,0,0,1,10000,7404043
