T
63
60
63
61
63
50
61
35
63
63
63
61
61
63
63
64
62
63
63
63
62
63
64
63
60
61
63
62
63
61
63
63
61
62
63
61
62
63
63
63
63
63
63
50
63
26
63
50
62
63
33
64
63
63
63
62
63
61
61
61
58
63
60
59
57
63
63
63
63
61
63
62
19
61
25
63
54
63
62
61
20
63
64
63
63
61
63
63
62
63
63
64
62
60
63
62
63
62
62
62
62
34
63
42
62
63
64
63
61
62
61
63
60
63
63
63
59
62
60
40
61
60
62
63
61
63
62
63
63
62
34
63
33
63
63
61
64
62
63
52
61
63
58
63
63
63
54
63
62
61
61
62
63
63
63
25
63
63
62
63
56
54
63
62
61
37
62
62
63
62
63
59
62
52
61
63
63
62
61
63
63
63
63
62
63
63
63
64
63
52
64
63
64
63
58
60
52
63
64
63
63
62
64
62
63
64
63
63
63
59
63
61
61
50
61
63
62
63
33
63
63
61
63
61
63
58
64
63
64
61
63
63
63
64
63
52
63
61
50
63
62
61
63
63
63
63
63
63
53
61
62
22
63
62
63
63
63
63
64
61
63
63
61
51
61
61
63
62
63
43
63
58
62
63
58
63
61
63
61
62
61
48
62
59
63
62
62
63
62
45
62
51
46
63
62
62
61
61
61
63
62
62
62
62
49
63
61
63
64
61
61
61
42
62
61
61
64
63
61
62
61
61
53
61
55
62
64
61
63
63
61
60
60
63
64
62
60
62
61
62
60
61
58
63
62
63
61
61
63
63
63
46
63
63
61
63
63
61
63
18
22
63
60
61
63
63
63
62
59
61
63
61
63
62
63
63
63
19
62
62
63
61
64
45
62
64
63
59
24
31
62
63
63
46
59
63
63
61
63
63
63
61
62
63
62
63
64
63
63
61
53
63
63
61
60
63
50
60
63
60
63
63
61
60
62
63
61
63
61
61
63
61
55
63
61
38
61
63
37
61
56
63
58
62
63
63
63
23
63
60
63
63
62
63
61
63
63
61
61
58
63
63
62
62
61
47
56
51
55
60
63
62
63
63
47
63
61
63
52
61
63
62
62
63
61
63
64
63
63
63
60
63
61
63
61
63
63
63
61
63
53
63
63
63
63
61
63
63
61
61
63
61
61
62
64
63
62
63
62
64
64
64
61
60
61
60
63
63
63
63
63
63
63
63
50
61
62
63
52
63
63
61
63
46
64
59
63
61
50
63
61
53
62
54
61
62
62
63
63
63
63
62
60
63
64
51
61
61
36
63
63
52
61
61
62
35
60
63
63
63
63
63
61
61
37
64
63
62
62
63
63
61
63
63
63
51
62
64
52
62
63
63
63
62
62
60
64
57
62
61
61
62
62
62
51
63
62
64
49
61
61
61
62
63
63
62
63
60
63
61
63
59
53
62
62
62
62
63
62
63
24
63
63
60
60
59
61
31
63
63
32
61
63
61
64
20
63
61
63
61
62
62
39
63
63
62
63
61
62
63
40
63
63
63
63
61
62
49
63
63
63
63
45
55
63
63
56
53
30
62
63
60
61
63
63
63
55
61
34
62
61
62
63
63
60
63
63
61
21
63
63
62
51
63
63
63
55
61
60
63
63
60
63
21
63
58
63
63
54
63
63
63
63
63
61
63
63
63
43
48
63
63
63
62
63
62
60
62
63
61
23
60
62
63
63
63
61
61
63
61
61
42
62
61
63
43
61
63
57
51
63
64
60
62
63
52
62
62
63
20
63
63
63
61
60
61
60
62
63
62
63
63
63
63
61
15
62
63
57
63
61
63
63
62
63
63
61
61
56
64
61
63
64
64
60
63
63
61
63
62
61
64
19
61
63
63
63
62
63
64
63
62
63
61
61
60
63
63
61
63
62
63
61
62
61
63
63
63
63
62
61
59
63
62
63
39
63
63
63
61
62
33
63
63
62
43
64
62
50
61
63
45
61
62
62
62
62
21
62
63
63
61
63
62
63
62
53
63
59
62
63
62
62
64
62
63
63
62
61
61
62
61
62
63
63
61
63
62
62
62
63
51
63
60
63
63
60
62
63
12
61
63
62
63
61
63
62
62
62
52
61
61
63
63
63
63
60
64
64
63
63
58
51
62
60
63
54
63
63
44
46
37
64
63
60
61
57
61
60
62
62
63
61
62
63
60
61
63
64
62
62
62
62
62
52
61
63
56
63
62
63
62
61
61
61
60
62
63
63
61
63
61
60
63
61
42
63
63
61
61
61
61
62
63
62
55
63
63
62
61
61
63
62
62
63
61
63
62
63
64
44
58
63
16
61
63
63
63
63
63
60
31
62
63
47
63
62
63
63
63
60
61
60
63
63
63
63
61
61
63
63
62
62
61
63
63
62
61
60
60
41
63
62
63
62
63
63
62
63
61
63
61
63
63
63
63
55
39
63
45
53
53
63
60
63
57
63
63
63
61
63
63
63
43
63
62
63
61
62
61
63
45
63
63
62
63
61
63
52
63
52
63
62
62
59
63
64
60
62
63
61
64
62
63
63
15
62
62
62
53
62
63
36
63
63
61
63
61
63
62
63
55
63
63
62
63
63
63
62
61
63
61
61
62
64
63
41
63
39
63
63
63
63
58
30
62
63
63
63
51
59
63
62
64
61
63
63
63
63
63
63
62
64
63
63
63
61
55
63
64
64
62
62
63
62
63
63
63
63
63
63
62
63
62
62
41
63
62
61
63
61
63
63
63
63
61
54
62
64
59
62
63
61
50
63
63
62
60
63
63
64
61
62
61
61
61
63
63
63
63
63
58
49
55
61
61
63
62
36
63
60
61
61
61
61
60
14
61
63
63
58
63
63
61
26
63
63
61
49
63
61
63
63
35
51
28
61
63
63
61
62
62
63
61
63
62
59
62
61
61
62
63
64
63
63
62
59
62
63
23
61
63
63
62
61
63
62
62
63
61
63
63
62
63
61
61
63
62
63
57
63
63
63
62
60
61
63
40
64
26
32
62
60
62
63
61
63
62
63
62
38
62
62
63
61
63
61
63
63
63
33
62
63
55
61
53
46
45
63
63
63
63
63
63
63
62
57
63
63
61
60
60
63
62
61
61
63
63
60
63
63
63
61
64
63
58
63
61
64
63
62
63
60
60
55
62
60
63
63
24
62
63
63
55
54
63
63
62
62
63
60
61
62
62
62
61
50
56
62
63
61
61
63
62
61
62
24
63
61
62
63
63
63
60
62
45
63
63
62
61
63
63
61
61
62
61
63
54
63
61
63
62
62
62
63
62
63
62
63
62
63
53
61
61
62
61
63
20
62
63
58
60
49
63
62
60
59
62
62
61
59
62
62
63
62
64
63
59
63
61
56
63
60
61
63
63
63
64
60
58
63
56
30
61
62
62
62
54
36
58
60
61
52
60
61
62
62
49
63
63
63
63
62
62
61
50
64
61
61
63
58
63
61
62
63
61
63
63
44
63
63
55
63
64
62
63
62
63
63
61
63
63
63
63
22
63
41
62
62
61
50
61
61
56
63
62
62
63
62
43
62
63
62
61
63
63
63
61
52
63
61
25
63
62
63
63
60
61
61
64
62
46
61
63
62
63
63
55
63
15
63
63
63
63
63
63
31
63
64
63
61
63
59
62
22
57
62
38
19
59
62
62
61
63
63
63
63
63
61
63
61
63
40
63
61
64
63
62
63
63
62
61
63
45
62
60
62
63
60
63
55
59
62
63
64
62
33
62
62
59
62
63
62
33
48
61
56
63
58
62
63
64
62
57
63
63
63
63
63
63
63
63
33
63
63
63
63
63
54
60
63
63
63
63
63
61
63
62
43
59
63
61
63
64
63
61
63
63
52
63
62
61
62
63
63
62
63
63
19
63
61
56
62
39
63
47
62
63
63
63
63
63
58
61
61
63
63
63
63
64
60
63
62
63
62
64
63
63
54
63
63
63
61
63
44
63
37
63
63
63
21
62
63
61
63
59
63
61
63
63
63
60
61
63
23
63
62
63
63
62
63
63
62
61
25
62
61
64
62
63
63
33
59
35
62
58
63
58
63
37
63
62
63
63
63
60
63
61
63
61
63
63
63
62
64
31
63
18
63
60
63
63
63
63
60
63
63
62
63
30
63
63
61
52
34
57
63
57
56
61
63
60
62
63
61
54
62
63
62
63
63
62
62
64
61
63
62
63
63
63
24
63
40
63
63
63
63
61
63
62
56
63
61
62
62
63
60
54
62
63
61
63
62
63
63
57
63
63
63
63
63
59
63
63
62
62
62
61
52
22
63
60
52
61
63
61
64
62
63
63
63
63
63
61
57
63
63
63
63
61
51
63
19
58
50
60
63
52
64
63
61
63
62
49
62
62
63
63
62
63
64
62
63
60
63
64
63
63
63
63
59
58
62
63
62
62
56
63
59
62
62
62
63
39
63
60
60
64
58
61
57
60
62
62
62
63
63
62
63
61
63
63
61
63
61
62
27
62
62
63
63
62
62
63
63
63
63
63
63
13
63
64
63
63
63
62
63
63
59
63
56
62
63
63
56
63
63
51
62
63
62
49
62
59
54
62
53
63
61
62
61
63
47
59
62
63
62
63
61
61
62
60
63
61
63
58
61
64
51
63
62
59
61
63
63
59
62
61
63
62
62
48
47
63
60
63
62
61
62
63
62
62
63
63
63
62
57
61
63
64
62
62
63
62
63
55
63
62
51
59
63
63
63
62
59
62
61
64
63
63
63
62
63
63
57
60
63
46
62
63
62
62
34
61
63
62
63
29
44
55
63
60
62
63
61
63
61
64
60
63
62
36
63
62
48
64
63
63
62
63
63
60
63
63
62
45
63
63
60
62
63
62
63
62
64
61
60
62
62
62
63
52
19
62
64
34
63
63
62
63
61
61
63
62
63
60
63
62
29
64
63
62
63
63
62
60
12
45
63
60
63
56
63
62
63
63
62
62
62
62
63
62
63
64
63
62
61
62
63
63
62
63
64
63
61
62
63
61
62
38
63
62
63
52
50
62
63
62
63
63
54
63
63
61
63
63
61
21
63
61
60
62
63
63
62
60
61
61
55
63
63
54
62
45
63
55
62
62
62
62
61
32
63
56
55
63
61
61
63
63
63
60
57
63
63
63
63
60
56
43
62
64
63
61
62
63
63
36
63
59
61
63
63
58
63
61
61
62
63
61
41
61
57
63
63
59
62
63
49
63
63
63
63
64
62
61
63
63
61
53
42
63
51
63
45
60
63
63
63
28
59
61
63
59
61
63
58
57
61
63
62
63
54
61
61
64
63
62
63
59
62
61
41
58
60
63
54
63
62
61
61
62
62
62
63
61
63
63
63
61
63
63
63
60
50
63
60
62
58
63
63
61
62
62
57
62
63
47
63
15
63
59
63
58
62
61
61
63
62
60
61
61
63
64
29
62
63
61
63
31
62
64
63
62
62
62
62
62
62
63
61
63
55
62
61
62
61
62
64
62
63
48
62
53
62
51
62
61
62
64
63
30
61
59
62
62
63
62
62
63
63
64
62
63
63
62
63
62
55
59
62
60
24
63
62
63
63
62
62
62
63
57
63
63
64
62
54
61
55
63
62
31
62
62
61
62
60
62
62
63
63
63
62
63
62
62
62
41
60
63
54
60
63
63
62
57
63
63
63
63
62
36
63
17
62
64
63
61
45
63
63
62
62
47
64
61
62
63
63
53
62
63
63
63
64
61
63
62
62
60
62
63
63
60
63
63
63
58
63
63
63
62
62
63
54
62
62
61
63
63
63
63
60
63
61
63
61
63
56
63
60
62
62
61
61
63
62
62
63
28
51
63
63
63
54
63
62
63
60
63
62
64
62
60
63
53
62
63
19
63
63
35
63
62
62
62
63
63
41
60
63
58
61
62
62
51
62
62
63
55
61
16
63
62
63
63
63
54
63
61
63
63
59
61
61
63
62
63
63
62
63
64
62
63
63
62
63
63
61
62
63
63
62
61
62
63
63
61
55
45
63
63
62
62
29
63
54
52
47
17
63
25
60
62
51
62
62
62
62
63
63
47
63
41
62
59
61
63
63
63
61
63
62
57
63
60
38
63
62
63
58
63
62
62
64
63
63
62
63
62
63
47
61
63
62
63
60
63
13
63
64
62
43
63
63
62
59
63
63
62
59
63
60
63
63
61
61
60
63
62
57
61
63
62
63
62
62
61
63
63
63
60
63
63
61
63
64
54
61
62
63
63
61
63
61
62
63
49
64
61
63
62
63
64
63
62
63
61
63
63
63
48
63
62
60
61
63
62
41
33
29
62
62
63
63
61
63
63
63
61
63
63
59
62
60
29
63
63
62
63
62
61
55
62
63
35
60
63
63
63
63
64
63
44
63
63
64
59
62
63
61
63
63
63
62
63
62
63
63
21
62
63
61
63
63
63
63
59
61
61
54
60
61
63
62
62
62
63
61
46
62
62
63
62
64
63
63
59
59
62
62
63
63
63
63
61
58
63
53
63
61
63
63
62
63
62
62
63
63
62
62
63
61
63
61
62
63
62
61
63
61
62
62
61
61
44
63
63
63
37
62
62
63
63
61
63
63
63
61
63
63
62
55
61
60
63
60
62
61
64
62
61
63
62
63
26
62
63
59
63
63
62
62
63
61
63
63
62
63
63
63
62
63
61
56
63
63
63
24
62
60
63
63
63
63
62
56
63
54
63
63
63
63
51
63
63
62
60
62
62
63
63
63
63
61
62
63
61
61
61
63
63
63
62
19
62
58
31
63
62
63
62
60
61
47
63
62
63
62
60
61
63
60
61
62
63
62
20
62
61
63
59
63
61
62
36
62
57
63
63
62
62
63
63
63
63
61
63
63
62
62
63
62
63
63
13
63
63
59
62
62
61
63
63
63
62
63
53
59
60
63
22
60
63
63
59
63
62
62
63
57
63
62
59
49
63
62
15
63
63
61
62
62
63
62
63
63
62
61
63
57
62
63
62
55
62
63
62
59
61
53
63
62
63
61
60
63
63
61
61
63
62
63
63
63
63
62
61
50
59
56
63
62
64
63
60
63
63
62
63
63
62
63
63
63
58
62
61
63
61
61
63
61
62
61
55
61
63
63
62
61
63
63
63
63
63
63
62
62
57
62
62
61
61
63
62
62
56
63
63
62
58
63
63
62
63
63
62
58
62
63
61
55
24
62
61
63
63
60
63
51
63
45
61
62
63
56
62
61
62
62
55
47
63
57
61
63
31
63
61
62
62
62
64
63
62
62
63
63
62
60
63
60
61
63
63
63
62
63
56
60
58
62
54
62
62
63
56
62
54
40
63
61
63
62
63
63
63
62
56
62
62
59
62
26
63
62
63
63
61
63
63
61
63
61
63
63
63
63
62
61
63
61
61
63
63
63
63
63
63
63
63
63
62
63
61
63
63
61
63
63
63
62
63
62
63
63
63
62
63
64
64
62
60
62
62
62
63
44
29
61
61
63
62
63
58
39
53
63
27
63
63
45
63
62
63
61
47
61
63
61
61
39
63
63
63
61
63
62
62
61
59
63
61
63
57
37
55
53
63
60
57
61
55
63
63
61
58
55
37
62
63
62
63
61
32
64
62
61
63
61
62
61
23
63
63
37
63
63
61
60
63
63
63
63
63
63
63
62
60
63
63
63
42
63
63
63
63
63
62
62
63
63
62
61
63
64
63
60
63
60
63
63
63
52
63
63
63
61
63
62
58
64
63
63
63
61
63
62
61
61
63
64
63
60
61
62
63
63
63
62
60
62
61
63
61
61
63
63
62
62
61
25
34
63
63
61
63
61
61
61
63
61
63
61
63
62
60
63
60
63
63
63
63
62
35
63
63
62
35
63
61
63
52
54
62
63
62
58
62
63
63
63
55
63
63
62
63
63
62
63
61
63
63
62
63
37
60
63
61
62
57
61
62
63
47
63
63
61
63
62
24
63
63
63
62
49
63
63
63
62
63
50
64
63
62
63
61
63
63
64
35
63
55
63
63
55
63
60
62
63
61
63
45
62
63
62
63
62
62
62
63
63
63
62
61
60
60
63
59
63
62
63
62
47
63
63
59
55
64
63
61
55
63
62
63
63
35
63
63
59
61
63
62
63
63
61
62
63
63
61
26
20
62
19
63
63
63
61
63
16
63
63
63
62
16
55
17
63
63
63
62
20
61
64
62
62
63
39
63
60
61
63
63
61
16
56
59
52
63
61
61
63
60
63
61
64
58
63
63
63
63
62
62
62
63
64
63
61
62
61
61
63
62
63
63
64
63
63
63
61
61
61
61
63
63
61
59
61
63
61
62
61
63
61
62
63
62
58
41
62
63
63
63
63
61
63
62
63
63
61
63
63
63
61
20
52
49
63
62
62
61
63
61
58
62
63
59
62
63
62
63
63
22
32
63
63
62
64
63
62
63
62
63
62
63
62
63
42
63
62
63
63
61
62
63
63
63
20
63
34
56
63
57
62
62
63
63
62
63
62
40
61
63
17
62
62
61
62
39
62
63
63
59
63
63
50
62
63
59
63
63
42
61
63
62
63
63
33
63
63
63
63
35
63
63
63
56
63
63
63
63
63
63
62
60
63
53
62
63
64
63
16
61
63
62
63
61
62
60
61
63
61
63
63
62
61
63
63
61
42
63
19
64
64
62
63
44
62
61
62
63
63
53
63
61
63
63
63
63
63
63
61
63
62
61
55
61
63
62
63
62
63
62
62
63
62
56
47
61
63
63
63
62
61
63
62
61
61
53
62
63
63
63
61
62
62
63
61
62
45
61
60
62
63
56
63
60
63
63
61
60
61
63
63
62
61
61
63
62
63
59
63
63
63
63
62
58
63
63
63
63
63
63
63
62
16
63
48
63
61
50
61
42
61
63
64
62
61
61
61
63
61
61
61
54
61
24
20
63
60
63
61
61
63
20
64
61
61
63
64
63
61
62
63
63
61
61
62
64
62
45
60
63
62
63
63
62
63
63
63
42
62
63
62
62
63
58
64
35
61
60
62
63
63
63
61
63
63
63
59
63
63
62
63
60
63
62
62
63
52
58
62
56
60
63
59
58
63
62
60
62
63
63
63
63
62
64
61
63
62
12
62
58
63
61
63
62
60
38
57
63
62
63
63
60
62
60
63
62
60
62
62
60
62
61
62
16
63
63
62
62
58
63
61
61
63
62
61
61
61
62
63
62
63
61
63
62
62
61
63
62
62
63
61
63
30
54
56
62
63
61
62
61
50
61
63
62
63
63
62
51
58
62
62
62
63
63
61
62
59
63
62
63
62
62
63
63
63
63
62
61
62
61
61
61
60
63
63
62
63
61
63
62
61
63
61
63
63
63
61
57
42
62
63
61
61
61
52
61
60
62
62
62
64
63
63
61
63
60
63
62
62
61
63
54
63
50
61
62
24
63
63
62
63
63
61
62
62
59
62
63
63
63
63
63
36
63
17
63
61
61
62
62
63
63
61
63
62
63
35
63
63
62
63
63
63
61
59
63
63
63
63
63
63
50
50
61
63
59
62
63
63
58
61
61
62
63
61
64
63
61
63
61
62
34
27
62
61
60
63
59
62
63
61
31
63
63
43
63
63
62
62
62
63
63
57
62
58
64
63
57
61
64
63
62
63
63
61
64
14
61
63
26
60
62
63
64
53
63
62
63
63
59
45
61
60
63
43
63
62
57
63
63
62
61
61
63
60
63
61
63
62
61
63
63
60
62
62
61
58
60
61
63
63
58
63
63
62
63
60
62
62
63
59
62
63
62
62
62
61
63
62
61
53
52
52
62
61
62
60
63
50
62
62
33
62
57
58
55
63
49
63
54
38
63
60
63
62
57
23
63
60
62
63
43
53
56
56
62
63
61
53
62
19
63
62
55
59
63
61
27
61
56
63
63
57
61
48
63
62
62
35
44
57
63
63
21
62
41
39
49
21
62
62
58
63
62
63
63
63
63
55
63
29
63
63
63
33
62
63
48
62
60
60
63
60
47
62
47
60
